gene_name	gene_symbol	chrom	strand
2210416O15Rik;Cuedc1;Mrps23	Mrps23	chr11	1
2210417A02Rik	2210417A02Rik	chr5	1
2210418O10Rik;Gm14296	2210418O10Rik	chr2	-1
2210418O10Rik;Gm14296	Gm14296	chr2	-1
2210418O10Rik;Gm14296	2210418O10Rik	chr2	1
2210418O10Rik;Gm14296	Gm14296	chr2	1
2210420H20Rik	2210420H20Rik	chr18	-1
2300002M23Rik	2300002M23Rik	chr17	1
2300003K06Rik	2300003K06Rik	chr11	-1
2300005B03Rik	2300005B03Rik	chr15	-1
2300009A05Rik	2300009A05Rik	chr9	-1
2310001H17Rik	2310001H17Rik	chr6	-1
2310001K24Rik	2310001K24Rik	chr2	1
2310002D06Rik	2310002D06Rik	chr12	1
2310002F09Rik	2310002F09Rik	chr7	-1
2310002L09Rik	2310002L09Rik	chr4	-1
2310003N18Rik	2310003N18Rik	chr9	-1
2310005A03Rik	2310005A03Rik	chr2	-1
2310005E17Rik	2310005E17Rik	chr13	-1
2310007B03Rik	2310007B03Rik	chr1	-1
2310008N11Rik	2310008N11Rik	chr8	-1
2310009A05Rik	2310009A05Rik	chr9	1
2310009B15Rik	2310009B15Rik	chr1	-1
2310010J17Rik	2310010J17Rik	chr7	-1
2310011J03Rik	2310011J03Rik	chr10	-1
2310015A10Rik	2310015A10Rik	chr12	-1
2310015D24Rik	2310015D24Rik	chr16	-1
2310016D03Rik	2310016D03Rik	chr12	-1
2310020H05Rik	2310020H05Rik	chr13	-1
2310022A10Rik	2310022A10Rik	chr7	1
2310022B05Rik	2310022B05Rik	chr8	-1
2310030A07Rik	2310030A07Rik	chr1	-1
2310030G06Rik;AK011526	2310030G06Rik	chr9	-1
2310030G06Rik;AK011526	AK011526	chr9	-1
2310033P09Rik	2310033P09Rik	chr11	1
2310034C09Rik	2310034C09Rik	chr16	1
2310034G01Rik	2310034G01Rik	chr19	-1
2310034O05Rik	2310034O05Rik	chr5	1
2310035C23Rik	2310035C23Rik	chr1	1
2310036O22Rik	2310036O22Rik	chr8	1
2310039H08Rik	2310039H08Rik	chr17	1
2310039L15Rik	2310039L15Rik	chr10	1
2310040G24Rik	2310040G24Rik	chr6	-1
2310043L19Rik	2310043L19Rik	chr1	-1
2310043O21Rik	2310043O21Rik	chr15	-1
2310045n01rik-mef2b;Borcs8;Mef2b	2310045n01rik-mef2b	chr8	1
2310045n01rik-mef2b;Borcs8;Mef2b	Borcs8	chr8	1
2310045n01rik-mef2b;Borcs8;Mef2b	Mef2b	chr8	1
2310050C09Rik	2310050C09Rik	chr3	-1
2310057J18Rik	2310057J18Rik	chr10	-1
2310057M21Rik	2310057M21Rik	chr7	-1
2310057N15Rik	2310057N15Rik	chr16	-1
2310061I04Rik	2310061I04Rik	chr17	-1
2310061N02Rik	2310061N02Rik	chr16	-1
2310065F04Rik	2310065F04Rik	chr11	-1
2310068J16Rik	2310068J16Rik	chr15	-1
2310069B03Rik	2310069B03Rik	chr6	-1
2310069G16Rik	2310069G16Rik	chr15	1
2310075C17Rik	2310075C17Rik	chr9	1
2310079G19Rik	2310079G19Rik	chr16	-1
2310081J21Rik	2310081J21Rik	chr13	-1
2310081J21Rik	2310081J21Rik	chr13	1
2400006E01Rik	2400006E01Rik	chr3	-1
2410002F23Rik;Snord88a	2410002F23Rik	chr7	1
2410002F23Rik;Snord88a	Snord88a	chr7	1
2410003L11Rik	2410003L11Rik	chr11	1
2410004B18Rik	2410004B18Rik	chr3	1
2410004I01Rik	2410004I01Rik	chr11	-1
2410004P03Rik	2410004P03Rik	chr12	-1
2410006H16Rik;Snord65	2410006H16Rik	chr11	1
2410006H16Rik;Snord65	Snord65	chr11	1
2410012E07Rik	2410012E07Rik	chr14	1
2410015M20Rik	2410015M20Rik	chr17	-1
2410016O06Rik	2410016O06Rik	chr12	1
2410017I17Rik	2410017I17Rik	chr17	1
2410018L13Rik	2410018L13Rik	chr12	-1
2410021H03Rik	2410021H03Rik	chr17	-1
2410022M11Rik	2410022M11Rik	chr14	1
2410089E03Rik	2410089E03Rik	chr15	1
2410124H12Rik	2410124H12Rik	chr16	1
2410131K14Rik	2410131K14Rik	chr5	1
2410137M14Rik	2410137M14Rik	chr17	-1
2410141K09Rik;AK021218;AK049221;AK145544;Zfp640	2410141K09Rik	chr13	-1
2410141K09Rik;AK021218;AK049221;AK145544;Zfp640	AK021218	chr13	-1
2410141K09Rik;AK021218;AK049221;AK145544;Zfp640	AK049221	chr13	-1
2410141K09Rik;AK021218;AK049221;AK145544;Zfp640	AK145544	chr13	-1
2410141K09Rik;AK021218;AK049221;AK145544;Zfp640	Zfp640	chr13	-1
2500002B13Rik	2500002B13Rik	chr8	1
2500004C02Rik	2500004C02Rik	chr2	-1
2510002D24Rik	2510002D24Rik	chr16	1
2510003B16Rik	2510003B16Rik	chr4	1
2510009E07Rik	2510009E07Rik	chr16	-1
2510039O18Rik;AK206234	2510039O18Rik	chr4	1
2510039O18Rik;AK206234	AK206234	chr4	1
2610001J05Rik	2610001J05Rik	chr6	-1
2610002M06Rik	2610002M06Rik	chrX	-1
2610005L07Rik;5330429B09Rik;AK009182;AK035187;BC010587	2610005L07Rik	chr8	1
2610005L07Rik;5330429B09Rik;AK009182;AK035187;BC010587	5330429B09Rik	chr8	1
2610005L07Rik;5330429B09Rik;AK009182;AK035187;BC010587	AK009182	chr8	1
2610005L07Rik;5330429B09Rik;AK009182;AK035187;BC010587	AK035187	chr8	1
2610005L07Rik;5330429B09Rik;AK009182;AK035187;BC010587	BC010587	chr8	1
2610005L07Rik;AK081879	2610005L07Rik	chr8	-1
2610005L07Rik;AK081879	AK081879	chr8	-1
2610008E11Rik	2610008E11Rik	chr10	-1
2610016A17Rik	2610016A17Rik	chr19	-1
2610020C07Rik	2610020C07Rik	chr16	1
2610020H08Rik	2610020H08Rik	chr7	1
2610027K06Rik	2610027K06Rik	chr11	-1
2610028E06Rik	2610028E06Rik	chr4	-1
2610028H24Rik	2610028H24Rik	chr10	1
2610035D17Rik	2610035D17Rik	chr11	-1
2610035F20Rik	2610035F20Rik	chr14	-1
2610037D02Rik	2610037D02Rik	chr15	-1
2610042L04Rik;BC055351;Gm10413;Gm2897;Gm3383;Gm5795	2610042L04Rik	chr14	1
2610042L04Rik;BC055351;Gm10413;Gm2897;Gm3383;Gm5795	BC055351	chr14	1
2610042L04Rik;BC055351;Gm10413;Gm2897;Gm3383;Gm5795	Gm10413	chr14	1
2610042L04Rik;BC055351;Gm10413;Gm2897;Gm3383;Gm5795	Gm2897	chr14	1
2610042L04Rik;BC055351;Gm10413;Gm2897;Gm3383;Gm5795	Gm3383	chr14	1
2610042L04Rik;BC055351;Gm10413;Gm2897;Gm3383;Gm5795	Gm5795	chr14	1
2610044O15Rik8	2610044O15Rik8	chr8	-1
2610100L16Rik	2610100L16Rik	chr3	1
2610203C22Rik	2610203C22Rik	chr1	-1
2610206C17Rik	2610206C17Rik	chr7	1
2610301B20Rik;AK045565	2610301B20Rik	chr4	1
2610301B20Rik;AK045565	AK045565	chr4	1
2610305D13Rik	2610305D13Rik	chr4	-1
2610306M01Rik	2610306M01Rik	chr6	-1
2610307P16Rik	2610307P16Rik	chr13	-1
2610316D01Rik	2610316D01Rik	chr3	-1
2610318N02Rik	2610318N02Rik	chr16	-1
2610507B11Rik	2610507B11Rik	chr11	1
2610507I01Rik	2610507I01Rik	chr11	-1
2610524H06Rik	2610524H06Rik	chr5	-1
2610528A11Rik	2610528A11Rik	chr14	-1
2610528J11Rik	2610528J11Rik	chr4	1
2700029M09Rik	2700029M09Rik	chr8	1
2700038G22Rik	2700038G22Rik	chr5	1
2700046A07Rik	2700046A07Rik	chr18	-1
2700046G09Rik	2700046G09Rik	chr19	1
2700049A03Rik	2700049A03Rik	chr12	1
2700054A10Rik	2700054A10Rik	chr17	-1
2700060E02Rik	2700060E02Rik	chr14	-1
2700062C07Rik	2700062C07Rik	chr18	1
2700069I18Rik	2700069I18Rik	chr3	-1
2700070H01Rik;Defb42	2700070H01Rik	chr14	1
2700070H01Rik;Defb42	Defb42	chr14	1
2700081O15Rik;Mir6991	2700081O15Rik	chr19	1
2700081O15Rik;Mir6991	Mir6991	chr19	1
2700089I24Rik	2700089I24Rik	chr19	1
2700094K13Rik	2700094K13Rik	chr2	-1
2700097O09Rik;BC016540	2700097O09Rik	chr12	-1
2700097O09Rik;BC016540	BC016540	chr12	-1
2700099C18Rik	2700099C18Rik	chr17	1
2810001G20Rik	2810001G20Rik	chr11	1
2810002D19Rik	2810002D19Rik	chr2	1
2810004N23Rik	2810004N23Rik	chr8	-1
2810006K23Rik	2810006K23Rik	chr5	1
2810013P06Rik	2810013P06Rik	chr8	1
2810021J22Rik	2810021J22Rik	chr11	1
2810025M15Rik	2810025M15Rik	chr1	1
2810029C07Rik;AK148849	2810029C07Rik	chr12	-1
2810029C07Rik;AK148849	AK148849	chr12	-1
2810032G03Rik	2810032G03Rik	chr12	1
2810047C21Rik1	2810047C21Rik1	chr7	-1
2810049E08Rik	2810049E08Rik	chr13	1
2810403A07Rik	2810403A07Rik	chr3	1
2810403D21Rik	2810403D21Rik	chrX	1
2810404M03Rik	2810404M03Rik	chr8	1
2810405F15Rik	2810405F15Rik	chr2	-1
2810408A11Rik	2810408A11Rik	chr11	-1
2810408I11Rik	2810408I11Rik	chr1	-1
2810410L24Rik	2810410L24Rik	chr11	-1
2810417H13Rik	2810417H13Rik	chr9	1
2810428I15Rik	2810428I15Rik	chr8	-1
2810433D01Rik	2810433D01Rik	chr11	-1
2810442N19Rik	2810442N19Rik	chr1	1
2810454H06Rik	2810454H06Rik	chr6	1
2810459M11Rik	2810459M11Rik	chr1	1
2810468N07Rik	2810468N07Rik	chr17	1
2810471M01Rik	2810471M01Rik	chr11	1
2810474O19Rik	2810474O19Rik	chr6	1
2900005J15Rik	2900005J15Rik	chr5	1
2900009J06Rik	2900009J06Rik	chr1	-1
2900011O08Rik	2900011O08Rik	chr16	1
2900026A02Rik	2900026A02Rik	chr5	-1
2900041M22Rik	2900041M22Rik	chr11	1
2900052N01Rik	2900052N01Rik	chr9	1
2900055J20Rik	2900055J20Rik	chr18	1
2900057B20Rik	2900057B20Rik	chr18	-1
2900060B14Rik	2900060B14Rik	chr1	-1
2900076A07Rik	2900076A07Rik	chr7	1
2900079G21Rik	2900079G21Rik	chr9	1
2900092C05Rik	2900092C05Rik	chr7	1
2900092D14Rik	2900092D14Rik	chr1	1
2900097C17Rik	2900097C17Rik	chr2	-1
3000002C10Rik	3000002C10Rik	chr9	-1
3010001F23Rik	3010001F23Rik	chrX	1
3010026O09Rik	3010026O09Rik	chr11	1
3100003L05Rik	3100003L05Rik	chr7	-1
3110001I22Rik;Bfar	3110001I22Rik	chr16	1
3110001I22Rik;Bfar	Bfar	chr16	1
3110002H16Rik	3110002H16Rik	chr18	1
3110009E18Rik	3110009E18Rik	chr1	1
3110009F21Rik	3110009F21Rik	chr12	-1
3110015C05Rik	3110015C05Rik	chr13	-1
3110021A11Rik	3110021A11Rik	chr6	1
3110021N24Rik	3110021N24Rik	chr4	1
3110035E14Rik	3110035E14Rik	chr1	1
3110039I08Rik	3110039I08Rik	chr9	1
3110039M20Rik;Foxg1	3110039M20Rik	chr12	1
3110039M20Rik;Foxg1	Foxg1	chr12	1
3110040N11Rik	3110040N11Rik	chr7	-1
3110043O21Rik	3110043O21Rik	chr4	-1
3110045C21Rik	3110045C21Rik	chr1	1
3110052M02Rik	3110052M02Rik	chr17	1
3110056K07Rik	3110056K07Rik	chr12	-1
3110062M04Rik;AK077501	3110062M04Rik	chr6	-1
3110062M04Rik;AK077501	AK077501	chr6	-1
3110070M22Rik	3110070M22Rik	chr13	-1
3110079O15Rik	3110079O15Rik	chr1	1
3110082I17Rik	3110082I17Rik	chr5	-1
3110082J24Rik	3110082J24Rik	chr5	-1
3110099E03Rik	3110099E03Rik	chr2	-1
3200001D21Rik	3200001D21Rik	chr12	-1
3300002A11Rik	3300002A11Rik	chr12	1
3300002I08Rik	3300002I08Rik	chr2	-1
3300002P13Rik	3300002P13Rik	chr7	-1
3300005D01Rik	3300005D01Rik	chr17	1
3425401B19Rik	3425401B19Rik	chr14	-1
3632451O06Rik;AK087604	3632451O06Rik	chr14	-1
3632451O06Rik;AK087604	AK087604	chr14	-1
3632454L22Rik;Zmat1	3632454L22Rik	chrX	-1
3632454L22Rik;Zmat1	Zmat1	chrX	-1
3830403N18Rik	3830403N18Rik	chrX	1
3830406C13Rik	3830406C13Rik	chr14	1
3830408C21Rik;AK052571	3830408C21Rik	chr13	1
3830408C21Rik;AK052571	AK052571	chr13	1
3830417A13Rik	3830417A13Rik	chrX	1
3830432H09Rik	3830432H09Rik	chr1	-1
3930402G23Rik	3930402G23Rik	chr8	-1
4430402I18Rik	4430402I18Rik	chr19	-1
4631405J19Rik	4631405J19Rik	chr2	1
4632404H12Rik;AK040741	4632404H12Rik	chr3	-1
4632404H12Rik;AK040741	AK040741	chr3	-1
4632415L05Rik	4632415L05Rik	chr3	1
4632427E13Rik;AK014157	4632427E13Rik	chr7	-1
4632427E13Rik;AK014157	AK014157	chr7	-1
4632428C04Rik	4632428C04Rik	chr16	1
4732416N19Rik;AK028613	4732416N19Rik	chr6	1
4732416N19Rik;AK028613	AK028613	chr6	1
4732440D04Rik	4732440D04Rik	chr1	-1
4732456N10Rik	4732456N10Rik	chr15	-1
4732471J01Rik	4732471J01Rik	chr7	1
4732490B19Rik	4732490B19Rik	chr11	-1
4732491K20Rik	4732491K20Rik	chr17	1
4831407H17Rik	4831407H17Rik	chr14	1
4831440E17Rik	4831440E17Rik	chr5	1
4833411C07Rik	4833411C07Rik	chr8	1
4833412C05Rik	4833412C05Rik	chr7	-1
4833415N18Rik	4833415N18Rik	chr16	1
4833417C18Rik	4833417C18Rik	chr11	1
4833418N02Rik	4833418N02Rik	chr17	-1
4833419F23Rik	4833419F23Rik	chr18	1
4833420G17Rik	4833420G17Rik	chr13	1
4833422C13Rik	4833422C13Rik	chr13	-1
4833422M21Rik	4833422M21Rik	chr15	-1
4833423E24Rik	4833423E24Rik	chr2	-1
4833427F10Rik	4833427F10Rik	chr17	1
4833427G06Rik	4833427G06Rik	chr9	-1
4833428L15Rik	4833428L15Rik	chr9	-1
4833439L19Rik	4833439L19Rik	chr13	-1
4921501E09Rik	4921501E09Rik	chr17	-1
4921504A21Rik	4921504A21Rik	chr5	-1
4921504E06Rik	4921504E06Rik	chr2	-1
4921507P07Rik	4921507P07Rik	chr6	-1
4921508D12Rik	4921508D12Rik	chr2	1
4921509C19Rik	4921509C19Rik	chr2	-1
4921509O07Rik	4921509O07Rik	chr13	-1
4921511C04Rik;AK014863	4921511C04Rik	chr1	1
4921511C04Rik;AK014863	AK014863	chr1	1
4921511C10Rik	4921511C10Rik	chr3	1
4921511C20Rik	4921511C20Rik	chrX	1
4921511H03Rik	4921511H03Rik	chr5	1
4921511I17Rik	4921511I17Rik	chr12	-1
4921513D11Rik	4921513D11Rik	chr17	1
4921513I03Rik	4921513I03Rik	chr10	1
4921515E04Rik	4921515E04Rik	chr15	-1
4921517D22Rik	4921517D22Rik	chr13	-1
4921518K17Rik	4921518K17Rik	chr12	-1
4921524J17Rik	4921524J17Rik	chr8	-1
4921524L21Rik	4921524L21Rik	chr18	1
4921525O09Rik	4921525O09Rik	chr13	1
4921529L05Rik	4921529L05Rik	chr6	1
4921530L21Rik	4921530L21Rik	chr14	1
4921531C22Rik	4921531C22Rik	chr2	1
4921531P14Rik	4921531P14Rik	chr18	-1
4921533I20Rik	4921533I20Rik	chr18	-1
4921534H16Rik	4921534H16Rik	chr9	1
4921536K21Rik	4921536K21Rik	chr11	-1
4921539E11Rik	4921539E11Rik	chr4	-1
4922502D21Rik	4922502D21Rik	chr6	-1
4922502H24Rik	4922502H24Rik	chr13	-1
4922502N22Rik	4922502N22Rik	chr6	-1
4930401C15Rik	4930401C15Rik	chr10	-1
4930401O10Rik	4930401O10Rik	chr11	-1
4930401O12Rik	4930401O12Rik	chr13	-1
4930402F06Rik	4930402F06Rik	chr2	-1
4930402F11Rik	4930402F11Rik	chr7	1
4930402H24Rik	4930402H24Rik	chr2	-1
4930402K13Rik	4930402K13Rik	chrX	1
4930404A05Rik	4930404A05Rik	chr16	-1
4930404H11Rik	4930404H11Rik	chr12	1
4930404I05Rik	4930404I05Rik	chr16	1
4930404N11Rik	4930404N11Rik	chr10	-1
4930405A10Rik	4930405A10Rik	chr14	-1
4930405A21Rik	4930405A21Rik	chr2	-1
4930405D11Rik	4930405D11Rik	chr11	1
4930405J17Rik	4930405J17Rik	chr10	-1
4930405L22Rik	4930405L22Rik	chr5	-1
4930405O22Rik	4930405O22Rik	chr17	-1
4930406D18Rik	4930406D18Rik	chr3	1
4930407G08Rik	4930407G08Rik	chr4	1
4930407I10Rik	4930407I10Rik	chr15	1
4930407I19Rik	4930407I19Rik	chr10	1
4930412B13Rik	4930412B13Rik	chr2	1
4930412C18Rik;AK019984	4930412C18Rik	chr4	1
4930412C18Rik;AK019984	AK019984	chr4	1
4930412O13Rik	4930412O13Rik	chr2	1
4930413E15Rik	4930413E15Rik	chr5	1
4930413F20Rik	4930413F20Rik	chr15	1
4930413G21Rik	4930413G21Rik	chr7	-1
4930413M19Rik	4930413M19Rik	chr14	1
4930414N06Rik	4930414N06Rik	chr19	-1
4930415F15Rik	4930415F15Rik	chr11	1
4930415L06Rik	4930415L06Rik	chrX	-1
4930415O20Rik	4930415O20Rik	chr15	1
4930417O13Rik	4930417O13Rik	chr6	1
4930417O22Rik	4930417O22Rik	chr11	1
4930419G24Rik	4930419G24Rik	chr3	1
4930423M02Rik	4930423M02Rik	chr4	1
4930425K10Rik	4930425K10Rik	chr5	-1
4930425L21Rik	4930425L21Rik	chr6	1
4930425O10Rik	4930425O10Rik	chr3	-1
4930426D05Rik	4930426D05Rik	chr18	1
4930426L09Rik	4930426L09Rik	chr2	1
4930427A07Rik	4930427A07Rik	chr12	1
4930428D20Rik	4930428D20Rik	chr16	-1
4930428E07Rik	4930428E07Rik	chr12	-1
4930428G15Rik	4930428G15Rik	chr9	1
4930428O21Rik	4930428O21Rik	chr5	-1
4930429B21Rik	4930429B21Rik	chr3	1
4930429D17Rik	4930429D17Rik	chr5	-1
4930429F11Rik	4930429F11Rik	chr17	-1
4930429F24Rik	4930429F24Rik	chr9	1
4930430A15Rik	4930430A15Rik	chr2	-1
4930430F08Rik	4930430F08Rik	chr10	-1
4930430F21Rik	4930430F21Rik	chr15	1
4930430J02Rik	4930430J02Rik	chr9	1
4930431F12Rik	4930431F12Rik	chr5	1
4930431P03Rik	4930431P03Rik	chr14	-1
4930432E11Rik	4930432E11Rik	chr7	1
4930432J09Rik	4930432J09Rik	chr14	-1
4930432K21Rik	4930432K21Rik	chr8	1
4930432M17Rik	4930432M17Rik	chr3	1
4930433B08Rik	4930433B08Rik	chr3	-1
4930433I11Rik	4930433I11Rik	chr7	1
4930433N12Rik	4930433N12Rik	chr9	-1
4930434J06Rik	4930434J06Rik	chr14	1
4930435E12Rik	4930435E12Rik	chr16	-1
4930438E09Rik	4930438E09Rik	chr14	-1
4930440C22Rik	4930440C22Rik	chr1	1
4930440I19Rik	4930440I19Rik	chr2	1
4930441H08Rik	4930441H08Rik	chr7	1
4930441J16Rik	4930441J16Rik	chr2	-1
4930442J19Rik	4930442J19Rik	chr2	1
4930442L01Rik	4930442L01Rik	chr3	-1
4930443O20Rik	4930443O20Rik	chr2	-1
4930444F02Rik;DQ713738	4930444F02Rik	chr10	-1
4930444F02Rik;DQ713738	DQ713738	chr10	-1
4930444G20Rik	4930444G20Rik	chr10	-1
4930444M15Rik	4930444M15Rik	chr14	-1
4930444P10Rik	4930444P10Rik	chr1	-1
4930445N18Rik	4930445N18Rik	chr18	1
4930447A16Rik	4930447A16Rik	chr15	1
4930447C04Rik	4930447C04Rik	chr12	-1
4930447F24Rik	4930447F24Rik	chr9	1
4930447J18Rik	4930447J18Rik	chr14	1
4930447K03Rik	4930447K03Rik	chr13	-1
4930447M23Rik	4930447M23Rik	chr2	1
4930447N08Rik	4930447N08Rik	chr3	-1
4930448C13Rik	4930448C13Rik	chr12	-1
4930448F12Rik	4930448F12Rik	chr13	-1
4930448H16Rik	4930448H16Rik	chr5	1
4930448I06Rik	4930448I06Rik	chr1	-1
4930448I18Rik	4930448I18Rik	chr5	1
4930448K20Rik	4930448K20Rik	chr4	-1
4930449A18Rik	4930449A18Rik	chr3	1
4930449E01Rik	4930449E01Rik	chr14	1
4930449E18Rik	4930449E18Rik	chr19	1
4930449I24Rik;Gm3402;Gm3415	4930449I24Rik	chr5	1
4930449I24Rik;Gm3402;Gm3415	Gm3402	chr5	1
4930449I24Rik;Gm3402;Gm3415	Gm3415	chr5	1
4930451G09Rik	4930451G09Rik	chr16	1
4930451I11Rik	4930451I11Rik	chr7	-1
4930452A19Rik	4930452A19Rik	chr17	-1
4930452B06Rik	4930452B06Rik	chr14	-1
4930452G13Rik	4930452G13Rik	chr14	1
4930452N14Rik	4930452N14Rik	chr1	-1
4930453H23Rik	4930453H23Rik	chrX	-1
4930453L07Rik	4930453L07Rik	chr8	1
4930453N24Rik	4930453N24Rik	chr16	-1
4930455B14Rik	4930455B14Rik	chr14	1
4930455C13Rik;AK076940	4930455C13Rik	chr10	-1
4930455C13Rik;AK076940	AK076940	chr10	-1
4930455D15Rik	4930455D15Rik	chr18	-1
4930455F16Rik	4930455F16Rik	chr16	-1
4930455G09Rik	4930455G09Rik	chr4	1
4930455H04Rik	4930455H04Rik	chr3	1
4930455J16Rik	4930455J16Rik	chr13	-1
4930456L15Rik	4930456L15Rik	chr4	1
4930459C07Rik	4930459C07Rik	chr10	1
4930459L07Rik	4930459L07Rik	chr5	-1
4930461G14Rik	4930461G14Rik	chr9	1
4930463O16Rik	4930463O16Rik	chr10	1
4930465K10Rik	4930465K10Rik	chr18	1
4930465M20Rik	4930465M20Rik	chr12	-1
4930467D21Rik	4930467D21Rik	chr5	1
4930467E23Rik;Gm21119	4930467E23Rik	chr8	1
4930467E23Rik;Gm21119	Gm21119	chr8	1
4930467K11Rik	4930467K11Rik	chr10	-1
4930469G21Rik	4930469G21Rik	chr1	-1
4930470H14Rik	4930470H14Rik	chr17	-1
4930470O06Rik	4930470O06Rik	chr8	1
4930470P17Rik	4930470P17Rik	chr2	-1
4930471C04Rik	4930471C04Rik	chr14	-1
4930471G03Rik	4930471G03Rik	chr18	1
4930471M09Rik	4930471M09Rik	chr6	-1
4930473A02Rik	4930473A02Rik	chr2	-1
4930473O22Rik	4930473O22Rik	chr10	-1
4930474G06Rik;AK076658	4930474G06Rik	chr18	1
4930474G06Rik;AK076658	AK076658	chr18	1
4930474H20Rik	4930474H20Rik	chr14	1
4930474M22Rik	4930474M22Rik	chr17	-1
4930474N05Rik	4930474N05Rik	chr14	1
4930474N09Rik	4930474N09Rik	chr12	-1
4930477N07Rik	4930477N07Rik	chr10	1
4930478L05Rik	4930478L05Rik	chr16	1
4930478P22Rik	4930478P22Rik	chr5	1
4930479D17Rik	4930479D17Rik	chr6	1
4930480E11Rik	4930480E11Rik	chrX	1
4930480G23Rik	4930480G23Rik	chr4	-1
4930480K15Rik	4930480K15Rik	chr17	1
4930480K23Rik	4930480K23Rik	chr14	1
4930480M12Rik	4930480M12Rik	chr12	1
4930481A15Rik	4930481A15Rik	chr19	1
4930482G09Rik	4930482G09Rik	chr3	-1
4930483J18Rik	4930483J18Rik	chr15	1
4930483K19Rik	4930483K19Rik	chr10	-1
4930483O08Rik	4930483O08Rik	chr7	1
4930484H19Rik	4930484H19Rik	chr10	-1
4930486F22Rik	4930486F22Rik	chr10	1
4930486I03Rik	4930486I03Rik	chr1	1
4930486L24Rik	4930486L24Rik	chr13	-1
4930487D11Rik	4930487D11Rik	chr5	1
4930487H11Rik	4930487H11Rik	chr1	-1
4930488B22Rik	4930488B22Rik	chr1	1
4930488L21Rik	4930488L21Rik	chr8	-1
4930500F04Rik	4930500F04Rik	chr5	1
4930500L23Rik	4930500L23Rik	chr5	1
4930502A04Rik	4930502A04Rik	chr9	-1
4930502E09Rik	4930502E09Rik	chr11	1
4930502E18Rik	4930502E18Rik	chrX	1
4930503B20Rik	4930503B20Rik	chr3	-1
4930503E14Rik	4930503E14Rik	chr14	-1
4930503E24Rik	4930503E24Rik	chr10	1
4930503F20Rik	4930503F20Rik	chr14	-1
4930503H13Rik	4930503H13Rik	chrX	1
4930503L19Rik	4930503L19Rik	chr18	-1
4930503O07Rik	4930503O07Rik	chr1	-1
4930504C09Rik	4930504C09Rik	chr15	1
4930504O13Rik	4930504O13Rik	chr11	-1
4930505A04Rik	4930505A04Rik	chr11	-1
4930505G20Rik	4930505G20Rik	chr14	-1
4930505K13Rik	4930505K13Rik	chr7	1
4930505K14Rik	4930505K14Rik	chr5	1
4930506A18Rik	4930506A18Rik	chr8	1
4930506C21Rik	4930506C21Rik	chr17	-1
4930506F14Rik	4930506F14Rik	chr9	1
4930507D05Rik	4930507D05Rik	chr10	1
4930507D10Rik	4930507D10Rik	chr11	-1
4930509E16Rik	4930509E16Rik	chr9	-1
4930509J09Rik	4930509J09Rik	chr3	-1
4930509K18Rik	4930509K18Rik	chr4	1
4930511A02Rik	4930511A02Rik	chr12	1
4930511A08Rik	4930511A08Rik	chr6	-1
4930511E03Rik	4930511E03Rik	chr6	1
4930511M06Rik	4930511M06Rik	chr18	-1
4930512B01Rik	4930512B01Rik	chr12	1
4930512J16Rik	4930512J16Rik	chr6	-1
4930512M02Rik	4930512M02Rik	chr11	-1
4930513D17Rik	4930513D17Rik	chr5	-1
4930513N10Rik;AK161453	4930513N10Rik	chr8	1
4930513N10Rik;AK161453	AK161453	chr8	1
4930513O06Rik	4930513O06Rik	chrX	1
4930515B02Rik	4930515B02Rik	chr4	1
4930515G01Rik	4930515G01Rik	chr5	-1
4930515G16Rik	4930515G16Rik	chr6	-1
4930515L03Rik	4930515L03Rik	chr2	-1
4930515L19Rik	4930515L19Rik	chrX	-1
4930517E11Rik	4930517E11Rik	chr2	-1
4930517M08Rik	4930517M08Rik	chr17	1
4930518J21Rik	4930518J21Rik	chr8	-1
4930518P08Rik	4930518P08Rik	chr13	-1
4930519D14Rik	4930519D14Rik	chr13	1
4930519F09Rik	4930519F09Rik	chr10	-1
4930519F16Rik	4930519F16Rik	chrX	-1
4930519F24Rik	4930519F24Rik	chr9	1
4930519G04Rik	4930519G04Rik	chr5	1
4930519H02Rik	4930519H02Rik	chr5	-1
4930519K11Rik	4930519K11Rik	chr14	1
4930520O04Rik	4930520O04Rik	chr9	1
4930520P13Rik	4930520P13Rik	chr13	1
4930521E06Rik	4930521E06Rik	chr1	-1
4930522H14Rik	4930522H14Rik	chr4	-1
4930522O17Rik	4930522O17Rik	chr4	1
4930523C07Rik	4930523C07Rik	chr1	1
4930523O13Rik	4930523O13Rik	chr15	-1
4930524B15Rik	4930524B15Rik	chr11	1
4930524B17Rik	4930524B17Rik	chr6	-1
4930524C18Rik	4930524C18Rik	chr14	1
4930524N10Rik;Samt2	4930524N10Rik	chrX	-1
4930524N10Rik;Samt2	Samt2	chrX	-1
4930524O05Rik	4930524O05Rik	chr19	-1
4930524O08Rik	4930524O08Rik	chr9	1
4930525C09Rik	4930525C09Rik	chr10	1
4930525D18Rik	4930525D18Rik	chr9	-1
4930525G20Rik	4930525G20Rik	chr13	-1
4930526H09Rik	4930526H09Rik	chr13	-1
4930526I15Rik	4930526I15Rik	chr9	1
4930526L06Rik	4930526L06Rik	chr19	1
4930527F14Rik	4930527F14Rik	chr14	1
4930527G23Rik	4930527G23Rik	chr18	1
4930528A17Rik	4930528A17Rik	chr4	-1
4930528D03Rik	4930528D03Rik	chr13	1
