chrom	start	end	strand	gene_name
chr2	92868112	92868113	1	4631405J19Rik
chr3	89577162	89577163	-1	4632404H12Rik;AK040741
chr3	19794870	19794871	1	4632415L05Rik
chr7	99889968	99889969	-1	4632427E13Rik;AK014157
chr16	30008752	30008753	1	4632428C04Rik
chr6	148160809	148160810	1	4732416N19Rik;AK028613
chr15	101393380	101393381	-1	4732456N10Rik
chr7	26179731	26179732	1	4732471J01Rik
chr7	26161837	26161838	1	4732471J01Rik
chr5	25005614	25005615	1	4831440E17Rik
chr17	87682153	87682154	-1	4833418N02Rik
chr17	87681032	87681033	-1	4833418N02Rik
chr13	120251565	120251566	1	4833420G17Rik
chr13	91881476	91881477	-1	4833422C13Rik
chr2	85359091	85359092	-1	4833423E24Rik
chr9	50910182	50910183	-1	4833427G06Rik
chr13	54666742	54666743	-1	4833439L19Rik
chr17	33205002	33205003	-1	4921501E09Rik
chr2	19475536	19475537	-1	4921504E06Rik
chr6	50546588	50546589	-1	4921507P07Rik
chr2	151301886	151301887	-1	4921509C19Rik
chr1	37214177	37214178	1	4921511C04Rik;AK014863
chr1	37232330	37232331	1	4921511C04Rik;AK014863
chrX	123928824	123928825	1	4921511C20Rik
chr5	7304163	7304164	1	4921511H03Rik
chr17	80026016	80026017	1	4921513D11Rik
chr13	59795461	59795462	-1	4921517D22Rik
chr8	87956739	87956740	-1	4921524J17Rik
chr18	6603630	6603631	1	4921524L21Rik
chr14	96280484	96280485	1	4921530L21Rik
chr2	179711557	179711558	1	4921531C22Rik
chr18	17393990	17393991	-1	4921533I20Rik
chr11	3795128	3795129	-1	4921536K21Rik
chr11	3793339	3793340	-1	4921536K21Rik
chr4	102963467	102963468	-1	4921539E11Rik
chr6	129281798	129281799	-1	4922502D21Rik
chr2	35252694	35252695	-1	4930402F06Rik
chr2	130665845	130665846	-1	4930402H24Rik
chr2	130665422	130665423	-1	4930402H24Rik
chr2	130566224	130566225	-1	4930402H24Rik
chr16	91011493	91011494	1	4930404I05Rik
chr10	80828564	80828565	-1	4930404N11Rik
chr15	81889580	81889581	1	4930407I10Rik
chr4	9697731	9697732	1	4930412C18Rik;AK019984
chr4	9697887	9697888	1	4930412C18Rik;AK019984
chr4	9697825	9697826	1	4930412C18Rik;AK019984
chr2	9802872	9802873	1	4930412O13Rik
chr11	11389268	11389269	1	4930415F15Rik
chrX	87178190	87178191	-1	4930415L06Rik
chr15	98401434	98401435	1	4930415O20Rik
chr6	125215542	125215543	1	4930417O13Rik
chr6	125215493	125215494	1	4930417O13Rik
chr2	18919945	18919946	1	4930426L09Rik
chr12	114394631	114394632	1	4930427A07Rik
chr3	32264410	32264411	1	4930429B21Rik
chr17	79877224	79877225	-1	4930429F11Rik
chr2	111069756	111069757	-1	4930430A15Rik
chr10	100051892	100051893	-1	4930430F08Rik
chr7	30345533	30345534	1	4930432E11Rik
chr8	86671936	86671937	1	4930432K21Rik
chr7	48242978	48242979	1	4930433I11Rik
chr9	3199812	3199813	-1	4930433N12Rik
chr16	38828861	38828862	-1	4930435E12Rik
chr3	96635992	96635993	-1	4930442L01Rik
chr10	21787884	21787885	-1	4930444G20Rik
chr12	74018751	74018752	-1	4930447C04Rik
chr12	74017865	74017866	-1	4930447C04Rik
chr12	74041069	74041070	-1	4930447C04Rik
chr12	74041758	74041759	-1	4930447C04Rik
chr4	9844543	9844544	-1	4930448K20Rik
chr3	59581730	59581731	1	4930449A18Rik
chr14	105898004	105898005	1	4930449E01Rik
chr5	147313974	147313975	1	4930449I24Rik;Gm3402;Gm3415
chr7	133975009	133975010	-1	4930451I11Rik
chr14	9498803	9498804	-1	4930452B06Rik
chr16	64770764	64770765	-1	4930453N24Rik
chr18	77952922	77952923	1	4930465K10Rik
chr8	19729575	19729576	1	4930467E23Rik;Gm21119
chr1	163089444	163089445	-1	4930469G21Rik
chr2	170427516	170427517	-1	4930470P17Rik
chr18	36265856	36265857	1	4930471G03Rik
chr18	29030716	29030717	1	4930474G06Rik;AK076658
chr17	14535948	14535949	-1	4930474M22Rik
chr14	36908150	36908151	1	4930474N05Rik
chr14	36908152	36908153	1	4930474N05Rik
chrX	75614981	75614982	1	4930480E11Rik
chr19	5406873	5406874	1	4930481A15Rik
chr15	81021282	81021283	1	4930483J18Rik
chr13	60965776	60965777	-1	4930486L24Rik
chr8	96337454	96337455	-1	4930488L21Rik
chrX	51028007	51028008	1	4930502E18Rik
chr3	146314280	146314281	-1	4930503B20Rik
chr3	146311269	146311270	-1	4930503B20Rik
chr14	44749035	44749036	-1	4930503E14Rik
chr10	123906129	123906130	1	4930503E24Rik
chrX	152974025	152974026	1	4930503H13Rik
chr18	70632133	70632134	-1	4930503L19Rik
chr18	70623803	70623804	-1	4930503L19Rik
chr11	58266467	58266468	-1	4930504O13Rik
chr11	30371828	30371829	-1	4930505A04Rik
chr10	61911907	61911908	1	4930507D05Rik
chr18	57711520	57711521	-1	4930511M06Rik
chr18	57712050	57712051	-1	4930511M06Rik
chr12	70891330	70891331	1	4930512B01Rik
chr11	11527840	11527841	-1	4930512M02Rik
chr8	98330729	98330730	1	4930513N10Rik;AK161453
chr5	115224991	115224992	-1	4930515G01Rik
chr6	67515692	67515693	-1	4930515G16Rik
chr10	28643312	28643313	-1	4930519F09Rik
chrX	100451944	100451945	-1	4930519F16Rik
chr5	115303722	115303723	1	4930519G04Rik
chr5	115315482	115315483	1	4930519G04Rik
chr4	109203808	109203809	-1	4930522H14Rik
chr4	109203901	109203902	-1	4930522H14Rik
chr1	161974510	161974511	1	4930523C07Rik
chr11	31865632	31865633	1	4930524B15Rik
chr4	21775594	21775595	-1	4930528A17Rik
chr3	90875583	90875584	1	4930529C04Rik
chr2	145760519	145760520	1	4930529M08Rik
chr2	145872986	145872987	1	4930529M08Rik
chr4	118890821	118890822	-1	4930538K18Rik
chr17	29052268	29052269	-1	4930539E08Rik
chr3	135101628	135101629	-1	4930539J05Rik
chr11	70429395	70429396	1	4930544D05Rik
chr6	65902564	65902565	1	4930544G11Rik
chr5	31788231	31788232	1	4930548H24Rik
chr4	136166351	136166352	1	4930549C01Rik
chr9	53213390	53213391	1	4930550C14Rik
chrX	56164637	56164638	1	4930550L24Rik
chr4	52838270	52838271	1	4930552N02Rik;Olfr275
chr14	5153653	5153654	1	4930555G01Rik
chrX	9426828	9426829	1	4930557A04Rik
chr3	95206762	95206763	-1	4930558C23Rik
chr16	4835415	4835416	1	4930562C15Rik
chr16	4858253	4858254	1	4930562C15Rik
chr1	162008048	162008049	-1	4930562F07Rik
chr16	92321685	92321686	-1	4930563D23Rik
chr11	72028639	72028640	1	4930563E22Rik;AK043242
chr11	72028673	72028674	1	4930563E22Rik;AK043242
chr8	128108537	128108538	1	4930567H12Rik
chrX	67647914	67647915	-1	4930567H17Rik
chr2	35223248	35223249	-1	4930568D16Rik
chr7	132512374	132512375	1	4930571K23Rik
chrX	18038399	18038400	-1	4930578C19Rik
chr4	42749398	42749399	1	4930578G10Rik
chr14	64606616	64606617	-1	4930578I06Rik
chr3	137849676	137849677	-1	4930579F01Rik
chr3	79433000	79433001	1	4930579G24Rik
chr9	98464029	98464030	-1	4930579K19Rik;AK077474
chr9	98464010	98464011	-1	4930579K19Rik;AK077474
chr9	34924312	34924313	1	4930581F22Rik;AK157006
chr9	34924953	34924954	1	4930581F22Rik;AK157006
chr7	125387420	125387421	1	4930583K01Rik
chr5	26819853	26819854	-1	4930584F24Rik
chr6	91854226	91854227	1	4930590J08Rik
chr18	83089951	83089952	-1	4930592I03Rik
chr1	37545449	37545450	-1	4930594C11Rik
chrX	78703460	78703461	-1	4930595M18Rik
chr14	36625163	36625164	-1	4930596D02Rik
chr7	50761307	50761308	-1	4931406B18Rik
chr9	15110891	15110892	-1	4931406C07Rik;AK157935
chr9	15110610	15110611	-1	4931406C07Rik;AK157935
chr9	15106050	15106051	-1	4931406C07Rik;AK157935
chr14	26406289	26406290	1	4931406H21Rik
chr7	35070627	35070628	-1	4931406P16Rik
chr7	35098540	35098541	-1	4931406P16Rik
chr7	35098565	35098566	-1	4931406P16Rik
chr1	26744304	26744305	-1	4931408C20Rik
chr5	24061286	24061287	-1	4931409K22Rik
chr14	55224744	55224745	-1	4931414P19Rik
chr6	73419660	73419661	-1	4931417E11Rik
chr2	23062995	23062996	1	4931423N10Rik
chr8	107813427	107813428	-1	4931428F04Rik
chr8	107813064	107813065	-1	4931428F04Rik
chr1	31279500	31279501	-1	4931428L18Rik
chr9	46128068	46128069	-1	4931429L15Rik
chr7	111278336	111278337	-1	4931431F19Rik
chr11	29725667	29725668	-1	4931440F15Rik
chr3	65333335	65333336	-1	4931440P22Rik;AK161073
chr3	65332105	65332106	-1	4931440P22Rik;AK161073
chr11	89280261	89280262	-1	4932411E22Rik
chrX	123350396	123350397	-1	4932411N23Rik
chr11	21411182	21411183	-1	4932414J04Rik
chr2	68495940	68495941	1	4932414N04Rik
chr17	53863075	53863076	1	4932415M13Rik
chr2	129627194	129627195	-1	4932416H05Rik
chrX	86997606	86997607	1	4932429P05Rik
chr11	114310173	114310174	-1	4932435O22Rik
chr3	36762027	36762028	1	4932438A13Rik;AK051829
chr3	36907315	36907316	1	4932438A13Rik;AK051829
chr3	36910489	36910490	1	4932438A13Rik;AK051829
chr3	36762054	36762055	1	4932438A13Rik;AK051829
chr3	36763308	36763309	1	4932438A13Rik;AK051829
chr16	91069389	91069390	-1	4932438H23Rik
chr5	58109157	58109158	-1	4932441J04Rik;AK034221
chr5	58111439	58111440	-1	4932441J04Rik;AK034221
chr8	13705888	13705889	1	4932443I19Rik
chr8	13708284	13708285	1	4932443I19Rik
chrX	166217566	166217567	-1	4933400A11Rik
chr1	91580466	91580467	-1	4933400F21Rik
chrX	104737920	104737921	1	4933401B06Rik
chrX	59540316	59540317	1	4933402E13Rik
chrX	59536673	59536674	1	4933402E13Rik
chr8	90087805	90087806	1	4933402J07Rik
chr7	138289796	138289797	-1	4933402N03Rik
chr5	11918042	11918043	1	4933402N22Rik
chr11	69631941	69631942	-1	4933402P03Rik
chrX	109352657	109352658	1	4933403O08Rik
chr5	137395015	137395016	1	4933404O12Rik
chr5	137396432	137396433	1	4933404O12Rik
chr8	108232202	108232203	1	4933405L10Rik
chr7	57854559	57854560	1	4933405O20Rik
chr14	8244986	8244987	1	4933406F09Rik
chr7	121558674	121558675	-1	4933406I18Rik
chr2	122012007	122012008	1	4933406J08Rik
chr12	107954533	107954534	-1	4933406K04Rik
chr1	136282516	136282517	1	4933406M09Rik
chrX	73010037	73010038	-1	4933407K13Rik
chrX	73000935	73000936	-1	4933407K13Rik
chr1	87825057	87825058	1	4933407L21Rik
chr18	34757121	34757122	-1	4933408B17Rik
chr2	68420469	68420470	1	4933409G03Rik
chr4	41758647	41758648	-1	4933409K07Rik
chr4	42103890	42103891	-1	4933409K07Rik
chr19	42126717	42126718	1	4933411K16Rik
chr15	59848172	59848173	-1	4933412E24Rik
chr6	128325527	128325528	1	4933413G19Rik;Foxm1
chr6	128313011	128313012	1	4933413G19Rik;Foxm1
chr1	23109091	23109092	-1	4933415F23Rik
chr10	115550972	115550973	-1	4933416C03Rik
chrX	50989868	50989869	1	4933416I08Rik
chr13	35016277	35016278	1	4933417A18Rik
chr3	55651026	55651027	1	4933417G07Rik
chr7	49703449	49703450	-1	4933421I07Rik
chr4	33118297	33118298	-1	4933421O10Rik
chr13	105872201	105872202	1	4933425L06Rik
chr6	89046108	89046109	1	4933427D06Rik
chr11	72016872	72016873	-1	4933427D14Rik
chr11	72020932	72020933	-1	4933427D14Rik
chr15	74539590	74539591	1	4933427E11Rik
chr7	128126022	128126023	1	4933427G17Rik
chr14	49498547	49498548	1	4933429O19Rik
chr4	62186402	62186403	1	4933430I17Rik
chr3	107699130	107699131	-1	4933431E20Rik
chr16	18213955	18213956	-1	4933432I09Rik
chr16	18213625	18213626	-1	4933432I09Rik
chr2	25070149	25070150	-1	4933433C11Rik
chr2	25069170	25069171	-1	4933433C11Rik
chrX	65174624	65174625	-1	4933436I01Rik
chr11	59319186	59319187	1	4933439C10Rik
chr5	26431853	26431854	-1	5031410I06Rik
chr14	75415833	75415834	1	5031414D18Rik
chr5	22939153	22939154	-1	5031425E22Rik;AK017143;AK042126
chr2	166272950	166272951	1	5031425F14Rik
chr2	6849767	6849768	-1	5031426D15Rik
chr3	51363678	51363679	1	5031434O11Rik
chr15	84818400	84818401	-1	5031439G07Rik
chr1	187321184	187321185	1	5033404E19Rik
chr12	113182692	113182693	-1	5033406O09Rik
chr2	131673391	131673392	-1	5330413P13Rik
chr3	108339439	108339440	-1	5330417C22Rik
chr8	19893018	19893019	-1	5330429B09Rik;6820431F20Rik
chr8	20020391	20020392	-1	5330429B09Rik;6820431F20Rik
chr8	20006306	20006307	-1	5330429B09Rik;6820431F20Rik
chr8	19893009	19893010	-1	5330429B09Rik;6820431F20Rik
chr8	19878980	19878981	-1	5330429B09Rik;6820431F20Rik
chrX	102587092	102587093	-1	5330434G04Rik
chr6	142563114	142563115	1	5330439B14Rik
chr6	131493779	131493780	1	5430401F13Rik
chr6	50516641	50516642	1	5430402O13Rik
chr2	156688680	156688681	-1	5430405H02Rik
chr5	100858553	100858554	-1	5430416N02Rik
chr4	43742905	43742906	1	5430416O09Rik
chr7	138317915	138317916	1	5430419D17Rik
chr7	138366106	138366107	1	5430419D17Rik
chr15	101321942	101321943	-1	5430421N21Rik;Krt81;Krt83;Krt85
chr15	101294195	101294196	-1	5430421N21Rik;Krt81;Krt83;Krt85
chr15	101269234	101269235	-1	5430421N21Rik;Krt81;Krt83;Krt85
chr15	101318413	101318414	-1	5430421N21Rik;Krt81;Krt83;Krt85
chrX	83115611	83115612	1	5430427O19Rik
chrX	83067283	83067284	1	5430427O19Rik
chr6	133242233	133242234	1	5530400C23Rik
chrX	102265462	102265463	-1	5530601H04Rik
chrX	102265457	102265458	-1	5530601H04Rik
chr4	126287097	126287098	1	5730409E04Rik
chrX	106196823	106196824	1	5730416F02Rik
chr5	149995638	149995639	-1	5730422E09Rik
chr11	80191516	80191517	-1	5730455P16Rik
chr12	18521315	18521316	1	5730507C01Rik
chr3	127599240	127599241	-1	5730508B09Rik
chr11	26110575	26110576	-1	5730522E02Rik
chr1	138130840	138130841	-1	5730559C18Rik
chr1	138124238	138124239	-1	5730559C18Rik
chr6	41005881	41005882	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41493223	41493224	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41485555	41485556	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41066391	41066392	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41071394	41071395	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41085165	41085166	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	40841708	40841709	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	40997338	40997339	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	40998296	40998297	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41484809	41484810	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41177523	41177524	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41012510	41012511	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41128744	41128745	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41113060	41113061	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41231394	41231395	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr6	41483110	41483111	1	5830405F06Rik;AF012151;AF041915;AF041937;AF093862;AK018014;AK037453;AK088055;AY600448;BC034887;BC089553;DQ126341;DQ340294;EF154514;EU131397;JX277299;JX277310;JX277381;JX277430;JX277452;JX277464;JX277473;JX277492;JX520688;JX520704;JX520808;JX520840;JX520885;JX520918;KJ542623;KM066944;L27969;L27973;L27974;M11456;M13669;M13677;M14294;M16120;M30875;M30878;Tcrb;TCRB;TCRB26-8;TCRBV1, TCRBJ1S2;TCRBV1, TCRBJ2S5;Trbv12-2;Trbv13-1;Trbv13-3;Trbv19;Trbv4;Trbv5;U07660;U46841;Vb7Db1Jb1.1Cb;X03863;Z12254;Z12381;Z12592
chr7	147433199	147433200	1	5830411N06Rik
chr3	88615348	88615349	1	5830417I10Rik;Gon4l
chr3	88639149	88639150	1	5830417I10Rik;Gon4l
chr3	88580905	88580906	1	5830417I10Rik;Gon4l
chr3	88650309	88650310	1	5830417I10Rik;Gon4l
chr3	88640911	88640912	1	5830417I10Rik;Gon4l
chr3	88579160	88579161	1	5830417I10Rik;Gon4l
chr3	88579134	88579135	1	5830417I10Rik;Gon4l
chr15	98592388	98592389	-1	5830427D03Rik
chr7	142843996	142843997	-1	5830432E09Rik
chr7	142843965	142843966	-1	5830432E09Rik
chr4	154010474	154010475	-1	5930403L14Rik
chr5	129106561	129106562	-1	5930412G12Rik
chr5	129091280	129091281	-1	5930412G12Rik
chr15	101123642	101123643	1	6030408B16Rik
